username,following,followers,totaltweets,tweetcreated,retweetcount,text,hashtags
MargyMayell,580,3277,433963,2021-01-17 16:58:40,4,"@pedromakee @Hawksgroupltd @IoWBobSeely We knew as soon as they changed the lingo to; ""Vaccines offered"".",[]
jjpearso64,2250,2620,316706,2021-01-17 16:58:40,12013,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
junglejane_62,666,70,558,2021-01-17 16:58:40,61,"Fauci: Approval of AstraZeneca and Johnson &amp; Johnson vaccines likely ""weeks away"" https://t.co/ojeFieGVIJ https://t.co/2sgKrRhc3B",[]
marigold1920,264,58,5363,2021-01-17 16:58:39,9338,what kind of shithole president lies about having a stockpile of vaccines,[]
biobaby19,2075,957,196345,2021-01-17 16:58:38,3427,"We're deploying vaccines like we do annual flu shots rather than the mass vaccinations done in Africa &amp; Asia where millions are vaccinated in weeks

Years ago, Joe Rhatigan &amp; I studied these campaigns. They offer several lessons that can inform what we need in the US now

THREAD",[]
EternalEnglish,775,5950,67237,2021-01-17 16:58:37,36,"55 People Died in US After Receiving COVID-19 Vaccines:

https://t.co/suzWWn9CME",[]
dana_gaffney,1588,981,24905,2021-01-17 16:58:36,10,"Fauci: Weeks, not months before new vaccines are submitted for approval https://t.co/XoVaqVLNO4",[]
RealErinCruz,27192,75513,260943,2021-01-17 16:58:35,4,"Norway Vaccine Deaths: 
https://t.co/cDNYgMrHOr

United States Vaccine Deaths: 
https://t.co/5VhTgnmNp8",[]
False_Pos1t1ve,1214,5656,31211,2021-01-17 16:58:35,4,"Does anybody have a copy of this video, it was a solicitor on BBC news saying that it is illegal for employers to mandate vaccines on employees.

I think that the Solicitor was called Thrive Law.

Thank you. https://t.co/ByA1PGjlgf",[]
sarabenson99,240,338,9423,2021-01-17 16:58:35,12013,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
lina_veilleux,143,16,2352,2021-01-17 16:58:35,9338,what kind of shithole president lies about having a stockpile of vaccines,[]
Abdullaslamry32,959,2128,205056,2021-01-17 16:58:35,3,"The #UAE has lowered the minimum age requirement to receive a #COVID19 vaccination to 16, from 18 previously, the ministry of health says.

https://t.co/xI3OlCkjfq https://t.co/clhD13DDhQ","[{'text': 'UAE', 'indices': [23, 27]}, {'text': 'COVID19', 'indices': [81, 89]}]"
drafs_mu,9,52,7600,2021-01-17 16:58:34,2,"Bill Gates, a depopulation eugenicist, is the largest farmland owner. Will he grow GMO crops with DNA-altering VACCINES engineered into them? Diabolical scientists have already developed corn that kills sperm. He who controls the food controls the people.

https://t.co/oTTCPS3h2i",[]
calgARI89,698,624,24440,2021-01-17 16:58:34,311,"I'm pro lockdown for the time being given the circumstances of the moment (vaccines here, new variants etc.) but I also worry that when we look back in 5 years we'll discover all sorts of adverse consequences from people being physically/socially isolated from one another.",[]
RajaniPadmanab4,145,119,1843,2021-01-17 16:58:34,4889,"World’s #LargestVaccineDrive  ever in Bharath. Congratulations to our Scientists, healthcare workers and administration. Vaccines will definitely help mitigate Virus risk substantially but still very important to maintain protocols of non-spread. Blessings. -Sg","[{'text': 'LargestVaccineDrive', 'indices': [24, 44]}]"
annie_sparrow,962,8031,4709,2021-01-17 16:58:34,0,"Now that we know that Covid-19 can mutate quickly, we must move fast before mutations circumvent existing vaccines. While vaccines are rolled out, we should be using rapid antigen tests so asymptomatic people know to self-isolate. https://t.co/vS7tRXa0mo",[]
katieemitchell_,181,254,5046,2021-01-17 16:58:32,2296,"Vaccines may be our way out of this pandemic but they won’t change the social and environmental conditions that gave rise to the virus in the first place. We have to fundamentally change the way we treat animals. Until we do that, we’ll always be at risk from zoonotic viruses.",[]
_jiannas,138,107,67409,2021-01-17 16:58:31,4873,"PUBLIC WARNING? Almost a year into the pandemic, the FDA decides these masks aren’t okay? Panahong dalgona pa, ginagamit na ang mga ito, especially Aidelai. We even have that at home now. How sure are we you can decide on the vaccines if it took you so long to decide on masks? https://t.co/7Pg3389z04",[]
JessicaVolpe2,325,29,377,2021-01-17 16:58:31,38,"Senator @SenJoeVitale plans to introduce legislation to mandate the NOVEL COVID-19 vaccine for all NJ students! *Remember this in November 2021!*

The COVID-19 vaccine should be voluntary for all residents, NJ adults and children: https://t.co/5JGXymAqDq

https://t.co/uKqILKVfaW",[]
CeresBase,1226,574,1290,2021-01-17 16:58:31,506,"UPDATE: This is the new £158 million Vaccines Manufacturing Innovation Centre, under construction at the  Harwell Science &amp; Innovation Campus in Oxfordshire. ""We'll be able to make 70million doses within a four to five month period, enough for everyone in the country"". #UKmfg🇬🇧 https://t.co/AZ4bzDaF3A",[]
Nyadnar17,375,66,16279,2021-01-17 16:58:30,18,"""This kind of thing is pretty rampant. I have personally heard stories like this from dozens of physician friends in a variety of different states. Hundreds, if not thousands, of doses are getting tossed across the country every day."" https://t.co/IeGPjt4Biv",[]
Deb_Tiva,895,2389,300474,2021-01-17 16:58:30,188,"Vaccines won't change the overall pandemic curve for months, but scaling up vaccinations will greatly reduce deaths. No time to waste.",[]
afriedduck,165,62,12779,2021-01-17 16:58:29,0,@PaulMarsh111 @SirRickySpanish @AllergyKidsDoc What about gene therapy.   Pfizer/moderna aren’t vaccines,[]
srduquette3,1453,2028,119045,2021-01-17 16:58:27,146,"""Prime Minister Justin Trudeau made headlines for ordering four times what the Canadian population required, but the bulk are vaccines the country hasn’t approved yet.""

Trudeau is great at making headlines, but weak at delivering results.

#Cdnpoli
https://t.co/FDXS570C7g",[]
branemark1,5000,2853,244773,2021-01-17 16:58:27,1,"@richardursomd And now that the vaccines have received their emergency approval, getting a script for HCQ should be much easier in many places...",[]
AnneConscious,112,48,1085,2021-01-17 16:58:26,122,"While we appreciate the gesture, the donation of 500,000 Chinese Vaccines should not pressure FDA and HTAC to approve its use. Science and the data and results of clinical trials should be the sole basis and not 'political goodwill'.",[]
marlacooper,483,319,2416,2021-01-17 16:58:26,9338,what kind of shithole president lies about having a stockpile of vaccines,[]
HasanAl14857800,534,158,2220,2021-01-17 16:58:26,19,"“The Wall Street Journal wrote an article, ‘How HIV Research Laid the Foundation for Covid Vaccines’.”—- @wesleymuhammad #NOISundays https://t.co/03POTNQ7Td",[]
DirtyWater55,204,22,2658,2021-01-17 16:58:25,3428,"We're deploying vaccines like we do annual flu shots rather than the mass vaccinations done in Africa &amp; Asia where millions are vaccinated in weeks

Years ago, Joe Rhatigan &amp; I studied these campaigns. They offer several lessons that can inform what we need in the US now

THREAD",[]
regevinay,809,54,1429,2021-01-17 16:58:24,316,"India must help Pakistan with Covid Vaccines , its not military or political issue , it’s humanitarian issue . Like always India must show large heart , this will help Pakistan needy population directly and will isolate India haters . just Sunday thought",[]
SwiftHitter,1674,4916,95205,2021-01-17 16:58:24,1,"Wrapping up a solid weekend with plenty to be excited about - functioning ADW’s, vaccines, the start of the Oaklawn meet just days away (our boy L’il Drill getting ready this AM ⬇️), and more partners joining the LBB fam- @ipicksix1, @RatnerBrian, @rjssob, @MitchyRo99  and more! https://t.co/7YZ3yYaLrY",[]
Metzgrrrr,812,41,5722,2021-01-17 16:58:21,3428,"We're deploying vaccines like we do annual flu shots rather than the mass vaccinations done in Africa &amp; Asia where millions are vaccinated in weeks

Years ago, Joe Rhatigan &amp; I studied these campaigns. They offer several lessons that can inform what we need in the US now

THREAD",[]
TungstenTitan_,520,28,419,2021-01-17 16:58:20,0,"@MikhailaAleksis Since when is it proven that vaccines actually kill the virus? Afaik it just helps not to get sick of it, but you can still spread it?",[]
hongfuding,264,3859,11794,2021-01-17 16:58:19,8361,CCP closed travel inside China and allowed the world to suffer. America invents vaccines for the world. Every human being can see this contrast. https://t.co/NTSQAOIUIW,[]
Anjali30495577,7,26,3630,2021-01-17 16:58:18,4889,"World’s #LargestVaccineDrive  ever in Bharath. Congratulations to our Scientists, healthcare workers and administration. Vaccines will definitely help mitigate Virus risk substantially but still very important to maintain protocols of non-spread. Blessings. -Sg","[{'text': 'LargestVaccineDrive', 'indices': [24, 44]}]"
MargyMayell,580,3277,433963,2021-01-17 16:58:18,22,"@IoWBobSeely It is worse than that.

Mr Johnson is counting vaccination invitation letters posted as vaccines delivered.

Don't believe me?

Tim Harford explains:

https://t.co/KF9Jslbf2x",[]
Redbrock,1598,303,328,2021-01-17 16:58:17,20,"Fantastic news that the vaccines are being rolled out. Just wondering though? There’s Pfizer and Moderna, plus Oxford AstraZeneca but who gets what? Is it based on age, location, medical history? Is one more suitable than the other? Do you get a choice? #sunday #StaySafe",[]
PlipPlopTC,242,14,3010,2021-01-17 16:58:16,2296,"Vaccines may be our way out of this pandemic but they won’t change the social and environmental conditions that gave rise to the virus in the first place. We have to fundamentally change the way we treat animals. Until we do that, we’ll always be at risk from zoonotic viruses.",[]
makarandshirke9,85,111,50952,2021-01-17 16:58:16,768,"India is the vaccine hub of the world. We have successfully developed new vaccines for Rotavirus, Malaria,Jap Encephalitis,Typhoid,Malaria &amp; now COVID -19. Congrats to our amazing Pharma Cos. They have risen to the occasion to produce Bn+ doses for India &amp; the World. Phenomenal!",[]
LBBStables,139,436,62,2021-01-17 16:58:16,1,"Wrapping up a solid weekend with plenty to be excited about - functioning ADW’s, vaccines, the start of the Oaklawn meet just days away (our boy L’il Drill getting ready this AM ⬇️), and more partners joining the LBB fam- @ipicksix1, @RatnerBrian, @rjssob, @MitchyRo99  and more! https://t.co/7YZ3yYaLrY",[]
jbjmb22,911,131,15712,2021-01-17 16:58:16,1,@BillKristol Because he is covering up for even greater treasonous crimes. Look what his other hand is doing! Open treason and genocide. Where are the vaccines and what national secrets did he give the Russians??,[]
MajidYousefi8,37,25,157,2021-01-17 16:58:15,0,Vaccines are perfectly safe (Nothing happened in Norway after #PfizerCovidVaccine) and if you think otherwise you are...,"[{'text': 'PfizerCovidVaccine', 'indices': [62, 81]}]"
overcatbe,356,211,6023,2021-01-17 16:58:15,3,"„New normal for the foreseeable future“
COVID Ushers in Brave New World of Vaccines
https://t.co/Jqa2ijsIGY",[]
Viclee1997,68,3,426,2021-01-17 16:58:15,8361,CCP closed travel inside China and allowed the world to suffer. America invents vaccines for the world. Every human being can see this contrast. https://t.co/NTSQAOIUIW,[]
Seajay603,14589,13269,342005,2021-01-17 16:58:15,9338,what kind of shithole president lies about having a stockpile of vaccines,[]
SZD640,391,35,2828,2021-01-17 16:58:14,84,mRNA technology gave us the first COVID-19 vaccines. It could also upend the drug industry https://t.co/sFfMTZ2928,[]
meste48,3008,1512,46038,2021-01-17 16:58:14,27,"Coordinated plan to stockpile 500000 Ebola virus vaccines to rapidly curb future outbreaks. 
 
This is a single dose vaccine, to be provided for free to countries in outbreak. 

https://t.co/Jg6A5sr9Rp",[]
drocco32,361,64,128,2021-01-17 16:58:13,0,@Michael91344441 @Martian106 @mtgreenee Vaccines my body my choice,[]
JenfJC,1182,550,2989,2021-01-17 16:58:13,1629,"Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with the nation's health by playing fast and loose with Covid vaccines? 

https://t.co/S5FvivAr24",[]
thmoody1964,851,268,6212,2021-01-17 16:58:12,8,"My interview yesterday with fmr GlaxoSmithKline CEO Paul Lucas on his op ed: Why we're not doing better on COVID vaccines."" Govt pharma policy has failed Cdns. https://t.co/eOtnRGlHUb",[]
VaKaronga,1047,1460,30465,2021-01-17 16:58:11,2,"2/6 To sweeten the deal, @pfizer aided by the British, is offering to “donate” 20% of the vaccines. BUT GVT must pay for 80%, regardless of the drug’s performance. The payment must continue even if better vaccines come along the way. 

Kusungirira mari pagumbo rengwe. 
@MoHCCZim https://t.co/Gn4xE8hrw7",[]
EternalGael,1768,1109,485,2021-01-17 16:58:11,6,"I really have to say of course I don’t know, but how are these not the end times?  How does the world correct itself from this gender madness, abortion in so many new “therapies “ and vaccines? Evil has swept into power. Hold tight to Jesus and Mary either way. 🙏🏻",[]
JayanthJanardha,199,11,14,2021-01-17 16:58:08,0,"@GovInslee 12 month vaccine rollout ""strategy"" to 7M washingtonians while Moderna and Pfizer can throughput 3M dozes per day is completely unacceptable. Many hundreds of vaccines are getting wasted in hospitals. Thousands are crippling due to state wise closures.",[]
aowentertainmen,786,4578,1989,2021-01-17 16:58:08,117,"55 People Died in US After Receiving COVID-19 Vaccines: Reporting System.
 https://t.co/gDZ3bo4GOW",[]
buckland_jan,520,887,70222,2021-01-17 16:58:08,48,"Even after the vaccines have eliminated the vast majority of deaths, there will be loud calls for ‘just a few more weeks’ of lockdown. We need the courage to say no and to reclaim our lives, writes @TiceRichard
https://t.co/umoBQ3rA3y",[]
_hello_ocean_,2696,763,67855,2021-01-17 16:58:07,3428,"We're deploying vaccines like we do annual flu shots rather than the mass vaccinations done in Africa &amp; Asia where millions are vaccinated in weeks

Years ago, Joe Rhatigan &amp; I studied these campaigns. They offer several lessons that can inform what we need in the US now

THREAD",[]
barbmemum,229,8,1168,2021-01-17 16:58:06,210,"Everyone, everywhere should have access to COVID-19 vaccines. Add your voice to the call for a #PeoplesVaccine by sending a tweet to @Moderna_TX executive @sbancel now, demanding that COVID-19 vaccines be affordable and accessible to all! #OneWorldProtected","[{'text': 'PeoplesVaccine', 'indices': [108, 123]}]"
NoneOfy74481392,210,4,1494,2021-01-17 16:58:06,0,@gretchenwhitmer What about vaccines in Michigan.,[]
hair_taylord,1100,293,19917,2021-01-17 16:58:06,1,@Xenolotl @jgharris7 @Anthony23109526 @AlexBerenson Have you investigated pathogenic priming? It apparently caused death in prior coronavirus vaccines. Author of below paper in a recent interview said he is concerned and sees nothing in safety trials to reassure him https://t.co/xM6vHGxIiW,[]
adamac,441,1191,2038,2021-01-17 16:58:06,0,@hayeshaugen I’m more interested in who has/would skip the line when vaccines expire. I certainly would.,[]
shaktisinh98,107,87,2530,2021-01-17 16:58:06,8,"#गुजरात_आरोग्य_महासंघ_ग्रेडपे_लडत
#4600_GP_For_Pharmacist
Drugs cure Diseases and Vaccines prevents it from occuring.
Pharmacist plays crucial role in management of Drugs and Vaccines.
""We demand what we deserve""
@CMOGuj @vijayrupanibjp @Nitinbhai_Patel @abpasmitatv @sandeshnews","[{'text': 'गुजरात_आरोग्य_महासंघ_ग्रेडपे_लडत', 'indices': [19, 52]}, {'text': '4600_GP_For_Pharmacist', 'indices': [53, 76]}]"
VaKaronga,1047,1460,30465,2021-01-17 16:58:04,20,"Serious issue 🔥🔥

1/6 Pfizer, aided by British GVT via @HMAMelanieR is trying to manipulate Zimbabwean GVT over #COVID19 vaccines: 

Nobody knows long term impact of mRNA vaccines. So they want indemnity from all future liability &amp; lawsuits. 

Our people must know &amp; discuss. https://t.co/hnulXkucz2","[{'text': 'COVID19', 'indices': [126, 134]}]"
47unasahmed,590,116,7096,2021-01-17 16:58:03,0,"@iqrarulhassan the real question is why start untested vaccine for political point scoring rather than checking its efficiency first.
India launches what could be the world’s largest vaccination campaign. But it’s unclear if one of the vaccines works. https://t.co/0qLo1jIj8h",[]
MariaelinorMd,813,269,13771,2021-01-17 16:58:02,7,Germany wants to allow people who received vaccines to go to the restaurants- but again no thoughts for people who recovered #Covid19 people who had Covid should stand up for their rights! No difference between vaccination or biological immunity!!!!,[]
SvetlannaSG,124,7809,5774,2021-01-17 16:58:01,75,"Two vaccines stand before me. Ladies, this is your last chance to impress me and save yourself from elimination. The time has come for you to immunize for our lives. Good luck and don't f*** it up.",[]
TheWanderingS14,133,21,2990,2021-01-17 16:58:00,146,"""Prime Minister Justin Trudeau made headlines for ordering four times what the Canadian population required, but the bulk are vaccines the country hasn’t approved yet.""

Trudeau is great at making headlines, but weak at delivering results.

#Cdnpoli
https://t.co/FDXS570C7g",[]
MADREspeaks,1915,9822,10286,2021-01-17 16:58:00,0,"""Israel actually is violating international law, because it is denying its responsibility as an occupying power."" Denying Palestinians COVID-19 vaccines is colonial violence. https://t.co/ph886y8vWX",[]
allentien,29435,29556,404251,2021-01-17 16:58:00,1,"Increasing failure of #CounterfactualReasoning: consequences of largely eliminated infectious diseases are far worse than imagined and actual vaccine side effects. Yet, vaccines should be further improved ... #VaccineScience #SharedFacts","[{'text': 'CounterfactualReasoning', 'indices': [37, 61]}]"
ArchaicAlly,110,284,47994,2021-01-17 16:57:59,19,"“The Wall Street Journal wrote an article, ‘How HIV Research Laid the Foundation for Covid Vaccines’.”—- @wesleymuhammad #NOISundays https://t.co/03POTNQ7Td",[]
Ralphandalice,934,1072,48277,2021-01-17 16:57:58,16,"It doesn't take a genius to figure out that Jared's recent trip to #SaudiArabia was to sell them that #stockpile of #COVID19 #vaccines that now ""doesn't exist"".","[{'text': 'SaudiArabia', 'indices': [88, 100]}, {'text': 'stockpile', 'indices': [123, 133]}]"
jackiegnr51,553,134,3459,2021-01-17 16:57:58,170,"The #coronavirus vaccine is free to everyone in Scotland.

Do not share your bank details with anyone offering you the vaccine for a fee.

Find out more, including how, when and where it will be given, at https://t.co/zCDxnUe63G. https://t.co/pRhvXKso63","[{'text': 'coronavirus', 'indices': [17, 29]}]"
Trinajc_,762,1816,60702,2021-01-17 16:57:57,0,"@Shera_Ps This is it. They’re not making it clear enough.

https://t.co/AQbwT0eCmj",[]
VAmalsadia,659,358,50202,2021-01-17 16:57:57,0,@MattHancock Whats the sense of al this when you lied saying about https://t.co/tbd5cgZDK1 said you secured 354 million when only million a week coming.something is not right with your maths,[]
JoyEWeiBigBooty,69,5,21,2021-01-17 16:57:57,0,"@Reuters The problem in Dubai is not the number or rollout of vaccines, it’s the presumption that vaccination is immediately a cure-all. You can’t fling a booger 2.5 feet down Jumeirah Beach w/o it sticking to an unmasked, g-string wearing party girl and her unmasked Emirati bf!",[]
CrunchyVine,26,37,4728,2021-01-17 16:57:57,0,@jsteenhuisen Procuring and administering vaccines to ALL is the most urgent item on the agenda. There is no room for mistakes and delays. Must happen ASAP! All hands needed on deck to make it happen! Fast!,[]
Tom_the_Knowles,843,683,4615,2021-01-17 16:57:56,2,"EMPLOYERS STOP TELLING WOMEN TO STOP BREASTFEEDING SO THEY CAN BE VACCINATED. 

How a mother feeds her child is none of your business. The evidence and clinical recommendations do not support this.

#HumanRights #EvidenceBasedPractice 
#Vaccines",[]
JennyPoole3,388,53,3995,2021-01-17 16:57:56,0,"@hannibalsmum @MoFairclough @JDBakewell NHS England's chief executive Sir Simon Stevens:

For your information - Dame Joan Bakewell 

Sir Simon Stevens interviewed on Andrew Marr this morning  view &amp; listen to all of the podcast interview 
Ref the use of ALL vaccines ! 

#NHSEnglandMedia   @AndrewMarr9 @BBCHughPym","[{'text': 'NHSEnglandMedia', 'indices': [276, 292]}]"
adx599,795,57,2563,2021-01-17 16:57:54,0,"@harry_hudson15 @UKCovid19Stats Nope.  Lockdown happened after cases had already peaked and started to decline, just like the last 2. And this time we have vaccines starting 8 Dec S an added kicker.  Lockdown does nothing, just like it always does(n’t). https://t.co/EKg1XSRha6",[]
licia_f,145,317,769,2021-01-17 16:57:54,78,"Israel: Provide Vaccines to Occupied Palestinians 

Over 4.5 Million in West Bank, Gaza Excluded From Vaccination Push https://t.co/5aSmG80lkl https://t.co/Y3bNpTlING",[]
reynoldsk,368,103,434,2021-01-17 16:57:53,439,"Vaccines are very safe, and much safer than an ICU bed not properly staffed.
Make your own choice.",[]
geewhizpat,4322,6131,176830,2021-01-17 16:57:53,3,This is the best resource I’ve seen for finding COVID vaccines in California. They’re calling every hospital and pharmacy in the state to find out who has vaccines available. If you’re 65+ and need to get vaccinated (or know someone who is) check it out! https://t.co/p0Rw5Qs36w,[]
bytheMarina7,618,156,2717,2021-01-17 16:57:52,57,"For months, @jkenney and @shandro failed to take action to stop death and misery caused by COVID. If not for government immunity, they'd both be personally legally responsible. Blaming delays in receiving vaccines is the next stage of their deadly incompetence.",[]
bhalomanush,977,9857,70847,2021-01-17 16:57:52,0,"Most COVID-19 vaccines use the spike as its antigen. Three out of four inactivated vaccine candidates use beta-propiolactone. Covaxin is one of them. 

Is Covaxin generating post-fusion spikes? What are the implications for antigenicity and protection?

Some experiments TBD.",[]
cottagedogs,915,500,15753,2021-01-17 16:57:51,0,@MPowersNorrell Teachers need those vaccines and live in every community. It should be straightforward to arrange for them to have the end of day shots.,[]
AutyStoll,235,232,4670,2021-01-17 16:57:51,1734,"As more #COVID19 vaccine becomes available, more groups of people will be able to get vaccinated. Even after getting vaccinated, continue to #WearAMask over your nose and mouth, stay 6 feet from others, avoid crowds, and wash your hands. More:  https://t.co/AKnOrVkuRI. #SleeveUp https://t.co/GcSvRyYdbw","[{'text': 'COVID19', 'indices': [20, 28]}]"
CarlDevitt,2348,2632,114320,2021-01-17 16:57:50,36,"55 People Died in US After Receiving COVID-19 Vaccines:

https://t.co/suzWWn9CME",[]
kobus5,5001,695,36064,2021-01-17 16:57:49,389,"LET’S GO—Biden plans to use FEMA and the National Guard to build #COVID19 vaccine clinics. Biden WH will also ""quickly jumpstart"" efforts to make the vaccines available at pharmacies across U.S.
https://t.co/FmOj9a84tp","[{'text': 'COVID19', 'indices': [81, 89]}]"
Brandon34107071,164,50,3454,2021-01-17 16:57:49,9338,what kind of shithole president lies about having a stockpile of vaccines,[]
imabhimanyu123,5007,418,46581,2021-01-17 16:57:49,17,"@IamNaveenKapoor Yes I AGREE. 
INDIA 🇮🇳 MUST AND SHUD HELP PAKISTAN 🇵🇰 WITH FREE VACCINES

Under ""Humanitarian GROUND 👇👇 https://t.co/vHcfziznWY",[]
AndyWells7,740,3191,156104,2021-01-17 16:57:48,506,"UPDATE: This is the new £158 million Vaccines Manufacturing Innovation Centre, under construction at the  Harwell Science &amp; Innovation Campus in Oxfordshire. ""We'll be able to make 70million doses within a four to five month period, enough for everyone in the country"". #UKmfg🇬🇧 https://t.co/AZ4bzDaF3A",[]
MargyMayell,580,3277,433963,2021-01-17 16:57:47,22,"Quick, decisive action. Good. 

UK Covid live: Boris Johnson says all travellers to UK must show negative coronavirus test from Monday https://t.co/CnJYa8ys91",[]
GlenChisolm,553,371,6354,2021-01-17 16:57:47,170,"The #coronavirus vaccine is free to everyone in Scotland.

Do not share your bank details with anyone offering you the vaccine for a fee.

Find out more, including how, when and where it will be given, at https://t.co/zCDxnUe63G. https://t.co/pRhvXKso63","[{'text': 'coronavirus', 'indices': [17, 29]}]"
rpscapitalmark1,83,43,271,2021-01-17 16:57:46,0,@CityNews What a joke. The Country of Israel is immunizing one hundred thousand per day and they import 100 percent of their vaccines.,[]
TheCrushedBones,3877,7864,59190,2021-01-17 16:57:46,6,"I really have to say of course I don’t know, but how are these not the end times?  How does the world correct itself from this gender madness, abortion in so many new “therapies “ and vaccines? Evil has swept into power. Hold tight to Jesus and Mary either way. 🙏🏻",[]
HappyJoyfairy,265,34,1912,2021-01-17 16:57:46,1629,"Does the government know something the WHO, FDA &amp; Pfizer don't - or are they seriously willing to consider gambling with the nation's health by playing fast and loose with Covid vaccines? 

https://t.co/S5FvivAr24",[]
ConservCityGirl,1745,13513,17564,2021-01-17 16:57:45,132,"@KooyJan @hrw @netanyahu This is grotesque misinformation. As per the Oslo Accords, the Palestinian Authority is the sole and exclusive responsible for health care of Palestinians, not Israel. And the PA is procuring vaccines on its own, having explicitly rejected any collaboration from Israel.",[]
Cthulku,450,414,43281,2021-01-17 16:57:45,41,I'm really not sure who these bumbling idiots think they are fooling and exactly what they are going to achieve with this blame Trudeau approach. I'm tired of this stupid government that just cannot understand that Canada is better without this shit.  https://t.co/KmrX48Mix2,[]
DEEJAZZMAN,1284,1133,85222,2021-01-17 16:57:45,7,"WHAT DO:
MOB RULE
COVID FEAR
HERD IMMUNITY
COVID VACCINES
Have in common?

Answer:
Illogical fears, reactions
&amp; conclusions based on
faulty assumptions.

If we listen to fear, spread
by fools &amp; news, we're owned
by BIG MEDICINE who must
enslave us for their $$.

#rogerbezanis https://t.co/uKQRMvt4vN",[]
EveTheBlindCat,76,734,97909,2021-01-17 16:57:44,2,"@Eve6 A client at my vet clinic handed me a flyer for his white reggae band, asked me if they make cat food from hemp and asked me to note in his file that, quote, ""vaccines are against my regilliin"". I wrote it just as he said in his file.",[]
creekside_mark,963,891,1722,2021-01-17 16:57:44,0,@GovInslee Let’s go! Quit sitting on your hands. #COVID19 #vaccines https://t.co/bhRxHgL9tB,"[{'text': 'COVID19', 'indices': [49, 57]}, {'text': 'vaccines', 'indices': [58, 67]}]"
Noxza_dube,14658,15047,20297,2021-01-17 16:57:44,0,@ZungulaVuyo @MrHandsome_SA Lets keep asking the questions my leader we cannot be cowed into blindly accepting these vaccines.,[]
lawrwbeck,222,87,18774,2021-01-17 16:57:44,49,".@ScottGottliebMD predicts @JoeBiden's administration’s ambitious plan to push out 100 million vaccines in 100 days may succeed. 

“I think they will hit that 100 million mark,” but he urges that demand could become an issue. https://t.co/SFMNWbFBpY",[]
RioSlade,5825,8328,325038,2021-01-17 16:57:42,0,"The vaccines are still safer than the rona for most people. But both have risks and risk varies from person to person. 

Australia is not vaccinating yet because they've contained the virus. They're studying it.

We could have done the same. 

https://t.co/wlXWD9oygK https://t.co/tiKh3rS9gk",[]
iamshametral,502,1099,87224,2021-01-17 16:57:42,1,"Both variants found in the U.K. &amp; South Africa shared the N501Y mutation. They are different. The U.K. strain B.1.1.7 is highly contagious, so far, no indication of vaccine resistance. South African variant known as 501Y.V2 might be resistant to monoclonal antibodies or vaccines.",[]
spade_doug,536,235,3494,2021-01-17 16:57:41,84,mRNA technology gave us the first COVID-19 vaccines. It could also upend the drug industry https://t.co/sFfMTZ2928,[]
wfrolik,509,291,307974,2021-01-17 16:57:39,49,".@ScottGottliebMD predicts @JoeBiden's administration’s ambitious plan to push out 100 million vaccines in 100 days may succeed. 

“I think they will hit that 100 million mark,” but he urges that demand could become an issue. https://t.co/SFMNWbFBpY",[]
NeelaGhoshal,1896,5264,5417,2021-01-17 16:57:38,257,"Israel isn't just obligated to supply vaccines to Palestinians. After 50+ yrs of occupation, it must provide access on par w what it provides its own citizens. Yet, while 25+% of Israelis vaccinated, 4.5+ million Palestinians remain excluded. New from @hrw https://t.co/qMPWHE4i79 https://t.co/PWJyFvxMjs",[]
partnumber2,78,86,6828,2021-01-17 16:57:37,0,"@MikePompey Just for you...

Just seen the news that the vaccines are going to run out tomorrow.

The Pfizer Chiefs say that they predict a riot.",[]
inrepublicanhel,5001,1920,276587,2021-01-17 16:57:36,49,".@ScottGottliebMD predicts @JoeBiden's administration’s ambitious plan to push out 100 million vaccines in 100 days may succeed. 

“I think they will hit that 100 million mark,” but he urges that demand could become an issue. https://t.co/SFMNWbFBpY",[]
drocco32,361,64,128,2021-01-17 16:57:36,0,@RealJGutter @mtgreenee Just like vaccines!,[]
PowerMan72,125,118,34585,2021-01-17 16:57:35,132,"@KooyJan @hrw @netanyahu This is grotesque misinformation. As per the Oslo Accords, the Palestinian Authority is the sole and exclusive responsible for health care of Palestinians, not Israel. And the PA is procuring vaccines on its own, having explicitly rejected any collaboration from Israel.",[]
dccampfin,592,469,10623,2021-01-17 16:57:34,15,"As we prepare to officially enter Phase 1B tomorrow, Maryland providers have now administered 253,036 doses of #COVID19 vaccines. https://t.co/5iiWCZfS0l","[{'text': 'COVID19', 'indices': [130, 138]}]"
ern20455594,401,172,14161,2021-01-17 16:57:34,41,I know the news moves quickly these days but I feel like America being lied to about reserve vaccines by the white house should still be getting play.,[]
WitcherleyBooks,1931,840,25109,2021-01-17 16:57:33,2296,"Vaccines may be our way out of this pandemic but they won’t change the social and environmental conditions that gave rise to the virus in the first place. We have to fundamentally change the way we treat animals. Until we do that, we’ll always be at risk from zoonotic viruses.",[]
Chutintorn_Sam,513,5755,41216,2021-01-17 16:57:33,5,"China’s Wang Yi visits Philippines promising free Covid-19 vaccines, economic support https://t.co/obOP5BFj3k via @scmpnews",[]
