username,following,followers,totaltweets,tweetcreated,retweetcount,text,hashtags
aletaolsen,288,27,429,2021-01-16 15:27:51,48,"A thread about COVID19 mRNA vaccine second dose timing controversies:

Basically I think it’s honestly a good move to have a flexible (out to 6 week) second dose  (and was lobbying for a flexible second dose.)

Rationale:
1) Analysis of trial data of both mRNA vaccines...
1/",[]
Severine5554,369,210,20306,2021-01-16 15:27:51,0,"@AKaBooM34 @DrMartyBecker 😅
Dentists don't know Anything about vaccines...
Vets do. More and more. Some more than human doctors...",[]
rosie0424,4433,1678,31165,2021-01-16 15:27:51,0,"@AP American carnage via a death president. He set his cult upon us, unleashed their inner rage, gave his blessing to kill and maim us, while Covid runs wild unheeded by vaccines. And he’s had 13 people executed since summer.  One woman and one with an IQ of 69. Blood lust.",[]
PollyH851,1559,516,25838,2021-01-16 15:27:51,32,@jimsciutto I think somebody inside the Trump administration is trying to make money off of the reserve Covid-19 vaccines. Very similar to what happened with PPE and medical equipment. I've been asking CNN to do a story on the national stockpile for some time. How about now?,[]
KarstenBartels,89,13,20,2021-01-16 15:27:50,11,Today’s #COVID19VaccineQs: Can I get the #COVID19 vaccine along w/other annual vaccinations? You should continue your vaccination schedule. The #COVID19 vaccine should be administered at least 14 days apart from other vaccines. https://t.co/vB5SMd80HU #TheDoctorIsIn https://t.co/sSlHWXyCei,"[{'text': 'COVID19VaccineQs', 'indices': [29, 46]}, {'text': 'COVID19', 'indices': [62, 70]}]"
BorgolandHorlof,590,169,15047,2021-01-16 15:27:50,6,"55 People Died in US After Receiving COVID-19 Vaccines: Reporting System

https://t.co/GMzC2o9Ycl",[]
Alphaspiritus,78,6,485,2021-01-16 15:27:50,0,"@ProjectLincoln @DevsBee 🇺🇲. No vaccines in stockpile. Deceived again. What more proof do Trump blinded believers need? Don't be ashamed to open your eyes to the truth.
We are 1 USA. 1 constitution. Regardless of political party",[]
RaineWithLuv4JK,701,301,82251,2021-01-16 15:27:49,46096,"Here I describe a brief overview of how the Pfizer/BioNTech or Moderna mRNA vaccines work. Taking a vaccine is one’s personal choice, and I hope this video can help someone make that decision rooted in science. https://t.co/ZjFH0DH5ca",[]
aarishc,1088,2270,12671,2021-01-16 15:27:49,512,"There are govt-mandated voice messages saying Indian-made vaccines are safe, yet the form says people getting #Covaxin are actually enrolling for 3rd phase trials! And if you say no to this, you won’t get the Oxford vaccine. Insane #VaccineForIndia https://t.co/7f2QFTlknS","[{'text': 'Covaxin', 'indices': [127, 135]}]"
AmbHanoi,169,15868,4431,2021-01-16 15:27:49,14,PM @narendramodi implored the citizens to keep their guard up and not to believe any “rumours about the safety of the vaccines”. Watch to know more! #LargestVaccineDrive https://t.co/nqmAdiToa9,[]
male_taurean,4846,3205,50570,2021-01-16 15:27:48,88,"@nee_haynes From the looks of THIS report..... the 2 far leading nations in the world to have vaccines for their people just happen to be.... oh look! Israel and UAE! The same countries where Jarred Kushner spends all of his time on “business”. Only a coincidence, of course. Of course. 🙄 https://t.co/PkBnTFImQw",[]
Rai_jijeevisha,524,27,1727,2021-01-16 15:27:48,149,"World was suffering,
Yet Indians were optimistic bcoz we knew PM will save us

Economy was suffering,
Yet Indians were optimistic bcoz we knew PM will save it

There were confusions on vaccines,
Yet Indians were relaxed bcoz we knew PM would select best vaccine

Thank you Modi ji",[]
monmicro22,4,1,2,2021-01-16 15:27:47,75,"I must push back on the false narrative that we’re vaccinating smokers while not vaccinating another group.

We have a limited supply of vaccines from the federal government – roughly 100,000 additional doses coming in per week.",[]
howlingwolf8421,1095,1913,194116,2021-01-16 15:27:46,2,"Vaccines like COVISHIELD/COVAXIN will help in PRIMARY Prevention of Virus.

Dont Forget that,
PRIMORDIAL Prevention will always be WEARING a MASK..

#StaySafe #WearAMask https://t.co/oOWFvROkqQ",[]
EveningStandard,211,130355,171712,2021-01-16 15:27:45,1,"""This is ridiculous, bordering on the criminal, to actually be wasting vaccines when you have the worst global healthcare crisis for a century"" https://t.co/kUjGoZirvF",[]
Disgust43938079,298,141,24629,2021-01-16 15:27:45,2727,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
SanjayKrYadav,72,1465,93383,2021-01-16 15:27:44,11,"Should Believe Doctors, Not Yogi Adityanath: Akhilesh Yadav On Vaccines https://t.co/2Dsk3ttid8 https://t.co/yBmNcv6pc4",[]
BrianHinkofer,57,75,18277,2021-01-16 15:27:43,2979,"So, did Jared Kushner loot the vaccines that were supposedly being held in reserve?",[]
sally_locksley,939,128,33407,2021-01-16 15:27:43,2727,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
LisaRoub,378,200,2004,2021-01-16 15:27:43,269,"#Norway health officials have “adjusted their advice” after reporting that 23 #elderly people died shortly after receiving #COVID-19 #vaccines. #TheDefender

https://t.co/2aXOFbdXSl","[{'text': 'Norway', 'indices': [21, 28]}, {'text': 'elderly', 'indices': [99, 107]}]"
GuitarCrazyNYC,665,94,19549,2021-01-16 15:27:41,2979,"So, did Jared Kushner loot the vaccines that were supposedly being held in reserve?",[]
LallanPr,2956,5300,543571,2021-01-16 15:27:41,4223,"Vaccines are designed to save lives, not political parties",[]
SARVASANARU,57,10,333,2021-01-16 15:27:40,0,"First they brought virus to kill you, then they created fear and rumours to kill you, now they have come with vaccines. #CoronaVaccine #coronavirus #covid #COVID19Vaccination","[{'text': 'CoronaVaccine', 'indices': [120, 134]}, {'text': 'coronavirus', 'indices': [135, 147]}, {'text': 'covid', 'indices': [148, 154]}, {'text': 'COVID19Vaccination', 'indices': [155, 174]}]"
Mark3Ds,141,2081,97666,2021-01-16 15:27:40,0,"@nspector4 @glen_mcgregor 4/ #PfizerVaccine and #COVID19Canada--another way of putting delay, by @MariekeWalsh ""about 655,000... doses will be delivered later....drop will translate to approximately 327,000 people getting their two-shot vaccine later than expected""https://t.co/049S6naGJC #cdnpoli","[{'text': 'PfizerVaccine', 'indices': [29, 43]}, {'text': 'COVID19Canada', 'indices': [48, 62]}, {'text': 'cdnpoli', 'indices': [289, 297]}]"
iUugaa,1551,27582,86218,2021-01-16 15:27:40,51,"A million doses of COVID-19 vaccines developed by China's Sinopharm arrived in Serbia on Saturday, receiving a personal welcome at the airport from the country's president. #GLOBALink https://t.co/6elDI2zBNC",[]
jaivirdi,896,12748,39374,2021-01-16 15:27:39,3,"26,455 doses of COVID-19 vaccines have come to Navajo Nation. As of January 12, out of the vaccine received 20,398 have been given.

Obviously, the amount of vaccines given has increased since then because vaccines continued to be given up until Friday.",[]
AlMorrison14,4402,2131,15480,2021-01-16 15:27:38,1236,"Today’s mass vaccination clinic @NHSLouisaJordan is well underway, as 5,000 Covid-19 vaccines are set to be administered throughout the day in collaboration with @NHSGGC! https://t.co/L7bibd9TOL",[]
RyersonNIA,1027,3260,3562,2021-01-16 15:27:38,6,"This is very a smart approach—stay on schedule for #LTC and retirement home residents (3 weeks after 1st shot for #Pfizer and 4 weeks after 1st shot for #Moderna), and stretch out 2nd doses for lower risk individuals up to 42 days (as per NACI guidance: https://t.co/3pR1yNmDjY). https://t.co/SbMGCQuakU","[{'text': 'LTC', 'indices': [68, 72]}, {'text': 'Pfizer', 'indices': [131, 138]}]"
Laurie_Garrett,1809,236126,76736,2021-01-16 15:27:38,430,"Situation with new #sarscov2 variants is becoming harder to follow (and not just because of the names), so let me try and give a brief overview: Where are we at? What should we be worried about? And how worried? 

Story is up here: https://t.co/aeWfaXQzbK
And now a thread...","[{'text': 'sarscov2', 'indices': [31, 40]}]"
WilsonKM2,1242,2742,108998,2021-01-16 15:27:38,6,"This is very a smart approach—stay on schedule for #LTC and retirement home residents (3 weeks after 1st shot for #Pfizer and 4 weeks after 1st shot for #Moderna), and stretch out 2nd doses for lower risk individuals up to 42 days (as per NACI guidance: https://t.co/3pR1yNmDjY). https://t.co/SbMGCQuakU","[{'text': 'LTC', 'indices': [68, 72]}, {'text': 'Pfizer', 'indices': [131, 138]}]"
doodlebug7571,76,53,235,2021-01-16 15:27:38,0,@HctPGuidance @MermanEthal So your saying they board up and do k9 sweeps for vaccines?,[]
Amandameszaros6,2176,108,12567,2021-01-16 15:27:37,4,"Doctors are told to bin leftover vaccines instead of giving second doses
https://t.co/CusTqvtOCE https://t.co/eX4MNOnTtf",[]
Linny97460337,499,587,42446,2021-01-16 15:27:35,14,"""This is ridiculous, bordering on the criminal, to actually be wasting vaccines when you have the worst global healthcare crisis for a century"" https://t.co/7vTWcI90Qd",[]
Udfredii,1232,1288,21452,2021-01-16 15:27:34,0,I have no idea why people are talking down on the Covid-19 Vaccines. We should only hope and pray that they work. Rather than believing and spreading unnecessary theories..,[]
angiebeebad,774,104,3315,2021-01-16 15:27:34,10,UPDATE: Parkland Hospital is asking people not to show up to its walk-up clinic as all vaccines have been administered. https://t.co/L4a5klKeeA,[]
valeriejames5,1071,989,55141,2021-01-16 15:27:33,2727,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
QFKjr,1287,63,321,2021-01-16 15:27:32,0,"@AZDHS @StateFarmStdm 8,715 new cases with no further mitigation efforts just vaccines that are not 100% effective. #SittingDucks","[{'text': 'SittingDucks', 'indices': [116, 129]}]"
eturleye,3617,2883,125687,2021-01-16 15:27:32,2,"This is a good move. If the current Administration had not had such an adversarial relationship with State governments, perhaps this could have been done earlier or even as the first wave of vaccines, rather than local distribution on taxed public health systems. https://t.co/5NbG2UlcvG",[]
Sasha49_51,8624,8688,19540,2021-01-16 15:27:32,2727,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
hakancopur1,1861,11922,24536,2021-01-16 15:27:31,0,"This is the global #COVID19 vaccination campaign:

The US on the top yet it's very slow with 13M doses administered so far since Dec. 14.

Turkey has just started to administer the vaccines yesterday.

Pretty sure it'll climb to the top 5 within a couple of days.

(Bloomberg) https://t.co/sClvGZbBCe","[{'text': 'COVID19', 'indices': [19, 27]}]"
OnikinciA,427,139,12212,2021-01-16 15:27:31,4223,"Vaccines are designed to save lives, not political parties",[]
024a73888b20496,436,341,17669,2021-01-16 15:27:31,46,GOOD MORNING JAN 16: The 'delay' in #vaccines in #Canada begs the question; Why is something so critical for public health in private hands? Survival shouldn't be patented,"[{'text': 'vaccines', 'indices': [53, 62]}, {'text': 'Canada', 'indices': [66, 73]}]"
JimmyMac2021,587,28,2580,2021-01-16 15:27:31,0,@cocodwinter @celliottability Still waiting for Moderna vaccines... last shipment sent to Ottawa to help the politicians family's.,[]
Alfiecatmumof5,2927,2969,50519,2021-01-16 15:27:30,4532,"Remember when the govt counted 2 gloves in a pair as “two” separate items of PPE?

Well, to be vaccinated against Covid, you need a course of 2 vaccines.

Yet the govt’s official vaccination figs count a single dose as “vaccinated”.

Any chance the press could clarify urgently?",[]
AnilMis30072603,27,11,933,2021-01-16 15:27:29,35,"BJP MP @dr_maheshsharma became first parliamentarian to take #CovishieldVaccine jab, for his role as a ""healthcare worker"". He told me ""I completely trust the vaccines. I lead by an ex to encourage citizens to take it. It's been more than 25 mins &amp; I'm feeling absolutely perfect"" https://t.co/0Mdx0o9XkZ","[{'text': 'CovishieldVaccine', 'indices': [81, 99]}]"
ArshadM26530541,104,16,859,2021-01-16 15:27:29,0,Sindh health minister @AzraPechuho is funny . She thinks vaccines are available on parchoon shops and Sindh can buy few dozens every month with the money meant for ICU. 😀😀😀. Is she a real doctor ??,[]
XDCRICK,589,155,294,2021-01-16 15:27:29,34004,"Last night, I received disturbing news, confirmed to me directly by General Perna of Operation Warp Speed: States will not be receiving increased shipments of vaccines from the national stockpile next week, because there is no federal reserve of doses.",[]
K8_Bowers,1661,1678,36167,2021-01-16 15:27:28,122,"Red tape and punitive measures isn't how we get access, equity or fairness for vaccines. We should cut down on the bureaucracy—which the more privileged navigate better—and invest in access by *going* where those more vulnerable live and work. New piece. https://t.co/g48mLLldtv https://t.co/uIg0spf9Rn",[]
STOCKSURGE1,398,165,7543,2021-01-16 15:27:28,1,"@KoongLee81 $20 $XTZ Beach Party In Da Nang, Vietnam is still alive!

Obviously, we have to wait until $XTZ hits $20 and the bullshit covid pandemic hoax is done before we can celebrate!

No masks or bullshit experimental vaccines needed! 

We're going to celebrate as normal human beings!",[]
mrarjunsingh15,632,89,1981,2021-01-16 15:27:28,4223,"Vaccines are designed to save lives, not political parties",[]
AwakeSoul369,648,276,15129,2021-01-16 15:27:27,691,"China calls for Norway and other countries to suspend the use of mRNA-based COVID-19 vaccines produced by companies such as Pfizer, due to safety concerns. 23 dead in Norway. 

https://t.co/rZvVF3vyjM",[]
ssm_bjp,323,264,26490,2021-01-16 15:27:27,39,"COVID-19 brought the entire world to a standstill.

Inspite of a worldwide lockdown, we've been successful in making not 1 but 2 vaccines.

And today, under PM @narendramodi Ji's leadership, India commences world's #LargestVaccineDrive!

मेरा देश बदल रहा है, आगे बढ़ रहा है 🇮🇳 https://t.co/VhAruwUPIg",[]
DNicoros,1626,976,71396,2021-01-16 15:27:27,4532,"Remember when the govt counted 2 gloves in a pair as “two” separate items of PPE?

Well, to be vaccinated against Covid, you need a course of 2 vaccines.

Yet the govt’s official vaccination figs count a single dose as “vaccinated”.

Any chance the press could clarify urgently?",[]
ConnorDamian,111,119,2097,2021-01-16 15:27:27,1236,"Today’s mass vaccination clinic @NHSLouisaJordan is well underway, as 5,000 Covid-19 vaccines are set to be administered throughout the day in collaboration with @NHSGGC! https://t.co/L7bibd9TOL",[]
Noname06401912,4483,2609,45405,2021-01-16 15:27:26,1,"@doctor_oxford From the party that counted left &amp; right gloves as two pieces of PPE comes a two part vaccine that's counted as two different vaccines.

Remember:
1. Halve every total a Tory claims.
2. That figure is probably exaggerated.
3. Save time: Never Trust a Tory.
#ToryLies",[]
Sudhirp1993,561,202,36872,2021-01-16 15:27:26,52,"Over 60% of the children across the globe are immunised using vaccines which are 'Made in India'

The world's faith &amp; trust in our impeccable scientific abilities will only strengthen further with the #COVID19vaccines provided by our scientists.

@PMOIndia @MoHFW_INDIA https://t.co/Isix4mDL4D",[]
tmstrickl_tim,3775,1476,53336,2021-01-16 15:27:25,2727,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
Gaziskwakers,547,248,13912,2021-01-16 15:27:25,4532,"Remember when the govt counted 2 gloves in a pair as “two” separate items of PPE?

Well, to be vaccinated against Covid, you need a course of 2 vaccines.

Yet the govt’s official vaccination figs count a single dose as “vaccinated”.

Any chance the press could clarify urgently?",[]
AinsleyDubai,1186,494,2518,2021-01-16 15:27:24,0,"@mollonlaw I hear Israel has more than enough vaccines soon after Jared's visit! He wouldn't of have, would he ????",[]
kyraismeh,1311,1408,10373,2021-01-16 15:27:23,2,explaining this delay on vaccines: the governor of São Paulo had stated months ago that he wound buy China's vaccine. he is a possible candidate for the next election in two years and a strong rival to the current president. the president made a deal to buy vaccines from India. + https://t.co/mlEc1OYtHU,[]
Srivatsan_91,1872,697,31106,2021-01-16 15:27:23,134,"I admire the way India has developed the #CovidVaccine. No big claims, no big announcements. The vaccines are there for the people. Thank you Prime Minister Shri @narendramodi  for inspiring the scientists.","[{'text': 'CovidVaccine', 'indices': [61, 74]}]"
WPXX2020,144,16,1589,2021-01-16 15:27:23,0,Why isnt any Indian Politician shown taking vaccines today. All over the World...Prime ministers and Presidents were shown Live taking their Vaccines...Leaders lead from the front,[]
LindaHu71330699,184,86,27327,2021-01-16 15:27:22,9101,"Brilliant scientists produced nearly-miraculous vaccines in record time. Politicians, officials, and policymakers have screwed up the delivery. It’s a national scandal, echoed across many states, that can measured in hardship and death.",[]
SdilliRtf,1051,1098,12512,2021-01-16 15:27:22,512,"There are govt-mandated voice messages saying Indian-made vaccines are safe, yet the form says people getting #Covaxin are actually enrolling for 3rd phase trials! And if you say no to this, you won’t get the Oxford vaccine. Insane #VaccineForIndia https://t.co/7f2QFTlknS","[{'text': 'Covaxin', 'indices': [127, 135]}]"
olgascheidel,171,421,39851,2021-01-16 15:27:22,34004,"Last night, I received disturbing news, confirmed to me directly by General Perna of Operation Warp Speed: States will not be receiving increased shipments of vaccines from the national stockpile next week, because there is no federal reserve of doses.",[]
lwwilson88,91,34,6339,2021-01-16 15:27:21,48,"Vaccine shortages could become our newest homeland security threat: our new FDA OWS CDC HHS leads should convene and revisit accelerating the two adenovirus virus vaccines, particle vaccine, maybe our recomb protein vaccines. mRNA will take us only so far https://t.co/oPhvsUl0rD",[]
KSP_Libs,3593,2913,545963,2021-01-16 15:27:21,9,Roll out of COVID-19 vaccines greeted with enthusiasm by First Nations leadership | The Star #cdnpoli  https://t.co/Q6yL8DylGC,"[{'text': 'cdnpoli', 'indices': [111, 119]}]"
KC_BOPPUDI,81,15,101,2021-01-16 15:27:21,4223,"Vaccines are designed to save lives, not political parties",[]
mmegonzalomon,888,94,391,2021-01-16 15:27:21,8440,"Governors were told repeatedly by @HHSgov there was a strategic reserve of vaccines, and this week, the American people were told it’d be released to increase supply of vaccine.
 
It appears now that no reserve exists. The Trump admin. must answer immediately for this deception. https://t.co/JJky0NcbPi",[]
Ceres811,9479,9381,25512,2021-01-16 15:27:20,1377,"HHS Secretary Azar has resigned, and admitted that the US doesn't have reserve a vaccine stockpile after all. Up until that point, the Trump administration had assured states that there was a reserve stockpile of second doses of the vaccines. https://t.co/bdxBZCEN22",[]
KnowYourWorth25,97,8,1210,2021-01-16 15:27:20,2727,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
adybetambeau,1046,1724,37082,2021-01-16 15:27:19,269,"#Norway health officials have “adjusted their advice” after reporting that 23 #elderly people died shortly after receiving #COVID-19 #vaccines. #TheDefender

https://t.co/2aXOFbdXSl","[{'text': 'Norway', 'indices': [21, 28]}, {'text': 'elderly', 'indices': [99, 107]}]"
OurRevCorvallis,139,212,25551,2021-01-16 15:27:18,0,"The Governor of the state of Oregon launched an attack on President Donald Trump, after learning, she says, the federal stockpile of coronavirus vaccines does not exist.
https://t.co/901gjFpQpH",[]
herdirtytoes,1167,470,11261,2021-01-16 15:27:18,3,I am so excited to get vaccines so life is fun again and I can see you smile,[]
DNicoros,1626,976,71396,2021-01-16 15:27:18,1467,Fuck’s sake I’ve just realised they’re gonna count the second doses as vaccines delivered,[]
epcmc,1054,223,29988,2021-01-16 15:27:18,1898,"Pretty much complete FUBAR on the vaccine delivery and rollout by Trump WH. 

Promising to release reserve vaccines that don’t even exist is even worse. 

All this after they turned down 100 mil extra doses from Pfizer earlier as well. 

#COVID19 is winning. We are not. https://t.co/3YDRWtdpRL",[]
julesseph,478,259,8627,2021-01-16 15:27:17,0,"GPs are being forced to THROW AWAY leftover vaccines
I’d this is happening is a disgrace ⁦@MattHancock⁩ ⁦@BorisJohnson⁩ think someone need to give them a call and get it sorted 😡 https://t.co/rVQxuQCvCt",[]
nitaihaola,685,305,3525,2021-01-16 15:27:17,51,"A million doses of COVID-19 vaccines developed by China's Sinopharm arrived in Serbia on Saturday, receiving a personal welcome at the airport from the country's president. #GLOBALink https://t.co/6elDI2zBNC",[]
digvijayankoti,1829,428,49069,2021-01-16 15:27:16,18,"It would have been good to hear the Prime Minister name the two private companies who have risked so much to produce the Indian vaccines. And, in record time.",[]
MatthewJoshuaT1,1044,145,38737,2021-01-16 15:27:16,1236,"Today’s mass vaccination clinic @NHSLouisaJordan is well underway, as 5,000 Covid-19 vaccines are set to be administered throughout the day in collaboration with @NHSGGC! https://t.co/L7bibd9TOL",[]
clsnewhall,1027,626,74391,2021-01-16 15:27:16,1,"@DWUhlfelderLaw You know, we have a TON of Publixes in South Florida. I am sure a disproportionate amount of Publix revenue comes from our highly populated area...but no Publix vaccines for us?! @GovRonDeSantis is a corrupt POS.",[]
j_P_Jo,3705,10464,147935,2021-01-16 15:27:15,4223,"Vaccines are designed to save lives, not political parties",[]
80percentvegan,102,1880,26079,2021-01-16 15:27:15,0,India employs Aldi staff to deliver 300 million vaccines in just 2 hours https://t.co/nhQ9MoILMw,[]
DrSamirSinha,851,10329,6380,2021-01-16 15:27:14,6,"This is very a smart approach—stay on schedule for #LTC and retirement home residents (3 weeks after 1st shot for #Pfizer and 4 weeks after 1st shot for #Moderna), and stretch out 2nd doses for lower risk individuals up to 42 days (as per NACI guidance: https://t.co/3pR1yNmDjY). https://t.co/SbMGCQuakU","[{'text': 'LTC', 'indices': [68, 72]}, {'text': 'Pfizer', 'indices': [131, 138]}]"
V59Danny,14,1,14,2021-01-16 15:27:14,0,"@Jestbill @SpeakerPelosi The real problem,  especially for Florida is people from out of state are come here and getting vaccines and using up the supply meant for us. Those idiots should  be told to go get it in their home state. No exceptions.",[]
AsNicoleSeesIt,5001,4231,32457,2021-01-16 15:27:14,4532,"Remember when the govt counted 2 gloves in a pair as “two” separate items of PPE?

Well, to be vaccinated against Covid, you need a course of 2 vaccines.

Yet the govt’s official vaccination figs count a single dose as “vaccinated”.

Any chance the press could clarify urgently?",[]
DesireTablai,903,985,28790,2021-01-16 15:27:14,23,Perhaps Pillay should rather express concern over the national government’s *failure* to procure vaccines. The DA will not sit idly by while Pillay and his ANC masters’ failure to get vaccines causes preventable deaths. https://t.co/Vm1DlGfw1y,[]
khanaftab9003,45,822,6401,2021-01-16 15:27:14,0,"Trump administration of lying &amp; Deception about the availability of additional #Covid19 vaccines will costs lives.
Biden plan; 100 million vaccines in first 100 days, colliding with a sobering reality: Only 2 authorized vaccines in the US. And limited supplies! https://t.co/lAmbHZuqdx","[{'text': 'Covid19', 'indices': [83, 91]}]"
pinoysiwowie,1051,734,76870,2021-01-16 15:27:13,4223,"Vaccines are designed to save lives, not political parties",[]
DeanScottFisher,548,373,8778,2021-01-16 15:27:13,4532,"Remember when the govt counted 2 gloves in a pair as “two” separate items of PPE?

Well, to be vaccinated against Covid, you need a course of 2 vaccines.

Yet the govt’s official vaccination figs count a single dose as “vaccinated”.

Any chance the press could clarify urgently?",[]
cdheisel,122,48,3229,2021-01-16 15:27:13,0,"@LogicalLIberal5 @arunningriot @webster @atrupar Wait, you are saying that Jared has a freezer somewhere with a zillion vaccines in it? Ha, that is coo-coo bananas level conspiracy theory. Like... equivalent to Trump's ""stolen election"" conspiracy theory or ""9/11 was an inside job"". It is literally impossible 🤣.",[]
ClaireLawlor20,52,16,36,2021-01-16 15:27:12,21,"Thousands of COVID Vaccine Injuries, 13 Deaths Reported in U.S. 66 overall according to VAERS: No Guarantee COVID Vaccines Prevent Infections + Scientists Warn of ‘Ghastly Future’ https://t.co/YqDcjDHO47",[]
Yash0805,500,113,42615,2021-01-16 15:27:12,17,"BJP leader Kailash Vijayvargiya slams West Bengal CM Mamata Banerjee for her allegations of fewer vaccines being sent to the state, accuses her of trying to politicise vaccination programme ahead of assembly polls",[]
billg22,2409,257,3016,2021-01-16 15:27:10,58,President Trump's final full week in office ends with the nation in disarray | Analysis https://t.co/VUe1OZQQEw https://t.co/yiuEVBf8zk,[]
Riaan256,143,141,5245,2021-01-16 15:27:10,8,"@FatEmperor @oaedoel I believe they couldn't get emergency approval for the vaccines if effective treatment was available. Presumably this is why HCQ and Ivermectin use was banned in western countries until approval was obtained. Now, trials showing these drugs work are emerging. Hmm. 🤔",[]
GeorgeHagstrom,1377,442,18680,2021-01-16 15:27:09,40,All-female team delivers COVID-19 vaccines in harshest of conditions in rural Alaska https://t.co/LGuwyEmDak via @GMA,[]
AndyTelferLegge,7722,8004,80834,2021-01-16 15:27:09,103,"Are we counting people vaccinated or vaccines given...
Remember the PPE gloves...
2 vaccines in 1 arm should still be 1 vaccine",[]
mrajcustard,1120,856,50597,2021-01-16 15:27:09,0,"@Charismashlyn Careful retweeting things like this without context The agency has investigated 13 of the deaths so far and concluded that common adverse reactions of mRNA vaccines, such as fever, nausea, and diarrhoea, may have contributed to fatal outcomes in some of the frail patients",[]
SE25A,134,3635,1107,2021-01-16 15:27:09,1898,"Pretty much complete FUBAR on the vaccine delivery and rollout by Trump WH. 

Promising to release reserve vaccines that don’t even exist is even worse. 

All this after they turned down 100 mil extra doses from Pfizer earlier as well. 

#COVID19 is winning. We are not. https://t.co/3YDRWtdpRL",[]
GuruGajewasia,26,20,39553,2021-01-16 15:27:08,3,"It is very important to test the systems of (COVID vaccines) distribution: @swapneilparikh, Physician &amp; Author, tells Rahul Shivshankar on CONVERSE INDIA over COVID vaccination drive.

@ARanganathan72, Author responds. https://t.co/pwj8jCv8F4",[]
ruiz_zapatero,196,70,3400,2021-01-16 15:27:08,10,"2020: The pandemic is bad, but with measures this will get much better soon.
2021: Ok instead it got much much worse than we expected, but with vaccines this will get much better soon. 

What about all the new strains? We think it'll be fine. https://t.co/uqcz7xGf2I",[]
Nunyabizness32,190,41,302,2021-01-16 15:27:08,0,@megtirrell What’s really going to be a mess is when they realize they have millions of useless vaccines that are ineffective against the new strains,[]
KanwalSyedTV,81,26,45,2021-01-16 15:27:08,34004,"Last night, I received disturbing news, confirmed to me directly by General Perna of Operation Warp Speed: States will not be receiving increased shipments of vaccines from the national stockpile next week, because there is no federal reserve of doses.",[]
seastar138,115,9,582,2021-01-16 15:27:08,9101,"Brilliant scientists produced nearly-miraculous vaccines in record time. Politicians, officials, and policymakers have screwed up the delivery. It’s a national scandal, echoed across many states, that can measured in hardship and death.",[]
MzP5158,1352,1396,68664,2021-01-16 15:27:07,8440,"Governors were told repeatedly by @HHSgov there was a strategic reserve of vaccines, and this week, the American people were told it’d be released to increase supply of vaccine.
 
It appears now that no reserve exists. The Trump admin. must answer immediately for this deception. https://t.co/JJky0NcbPi",[]
KarmicEraser,861,935,90085,2021-01-16 15:27:07,2,'Deception!': Oregon governor slams Trump -- revealing 'there is no federal reserve' of vaccines https://t.co/8FMLMz6fcP,[]
patty_nightgown,1426,1445,87970,2021-01-16 15:27:07,2727,"So I’m confused.  Did the Trumps literally sell vaccines out the back door.  You can’t really mislay 20 million vaccines, can you?",[]
rpsjarar,89,1839,1832,2021-01-16 15:27:07,5,"What are the kinds of storage capacities we have created in various States where these COVID vaccines are going to be delivered &amp; rolled out? These are the questions people want to know: @rpsjarar, Spokesperson, SP, tells Rahul Shivshankar on CONVERSE INDIA. https://t.co/vutNSVmCS4",[]
vivek_tezz,49,4,156,2021-01-16 15:27:07,0,@ndtv Poison in form of vaccine. Even Pfizer's vaccine is not good enough and have killed many people in Norway. These vaccines are not good enough for mass vaccination.,[]
CaranSusan,513,245,25405,2021-01-16 15:27:07,58,President Trump's final full week in office ends with the nation in disarray | Analysis https://t.co/VUe1OZQQEw https://t.co/yiuEVBf8zk,[]
chrishaber61,98,7,590,2021-01-16 15:27:06,0,@andreasmanz3 That vaccines do work...?,[]
HumphreyBohun,3370,1791,228936,2021-01-16 15:27:05,5,"'The CDC had wanted to start helping states plan in June how to get people vaccinated. But officials at Operation Warp Speed rebuffed the agency’s plan for distributing vaccines.'
https://t.co/naLmv4a8nI via @WSJ",[]
EI_Baghdad,107,5935,3874,2021-01-16 15:27:05,37,"India has time &amp; again guided the world towards a better tomorrow. Now in these testing times, from developing &amp; manufacturing our own vaccines, India is on the way to yet again 'save humanity', this time against the COVID-19 infection. #MyGovMorningMusings https://t.co/gP7IDsZRrc",[]
catalinagendron,537,93,2699,2021-01-16 15:27:05,269,"#Norway health officials have “adjusted their advice” after reporting that 23 #elderly people died shortly after receiving #COVID-19 #vaccines. #TheDefender

https://t.co/2aXOFbdXSl","[{'text': 'Norway', 'indices': [21, 28]}, {'text': 'elderly', 'indices': [99, 107]}]"
